Period,Category,Subcategory,Amount
Mar-25,revenue,sales,48418
May-25,revenue,sales,56708
Apr-25,total,total,45689
Feb-25,total,total,49171
Jan-25,total,total,46287
Mar-25,total,total,48418
May-25,total,total,56708
Apr-25,total,total,45689
Feb-25,total,total,49171
Jan-25,total,total,46287
Mar-25,total,total,48418
May-25,total,total,56708
Apr-25,total,total,45689
Feb-25,total,total,49171
Jan-25,total,total,46287
Mar-25,total,total,48418
May-25,total,total,56708
Apr-25,cogs,materials,11727
Feb-25,cogs,materials,9599
Jan-25,cogs,materials,10440
Mar-25,cogs,materials,10556
May-25,cogs,materials,13752
Apr-25,cogs,materials,11727
Feb-25,cogs,materials,9599
Jan-25,cogs,materials,10440
Mar-25,cogs,materials,10556
May-25,cogs,materials,13752
Apr-25,cogs,salaries,11727
Feb-25,cogs,salaries,9599
Jan-25,cogs,salaries,10440
Mar-25,cogs,salaries,10556
May-25,cogs,salaries,13752
Apr-25,cogs,materials,11727
Feb-25,cogs,materials,9599
Jan-25,cogs,materials,10440
Mar-25,cogs,materials,10556
May-25,cogs,materials,13752
Apr-25,cogs,materials,11727
Feb-25,cogs,materials,9599
Jan-25,cogs,materials,10440
Mar-25,cogs,materials,10556
May-25,cogs,materials,13752
Apr-25,cogs,materials,11727
Feb-25,cogs,materials,9599
Jan-25,cogs,materials,10440
Mar-25,cogs,materials,10556
May-25,cogs,materials,13752
Apr-25,cogs,payroll_taxes,2925
Feb-25,cogs,payroll_taxes,2251
Jan-25,cogs,payroll_taxes,2275
Mar-25,cogs,payroll_taxes,2805
May-25,cogs,payroll_taxes,3430
Apr-25,cogs,payroll_taxes,2925
Feb-25,cogs,payroll_taxes,2251
Jan-25,cogs,payroll_taxes,2275
Mar-25,cogs,payroll_taxes,2805
May-25,cogs,payroll_taxes,3430
Apr-25,cogs,payroll_taxes,2925
Feb-25,cogs,payroll_taxes,2251
Jan-25,cogs,payroll_taxes,2275
Mar-25,cogs,payroll_taxes,2805
May-25,cogs,payroll_taxes,3430
Apr-25,cogs,payroll_taxes,2925
Feb-25,cogs,payroll_taxes,2251
Jan-25,cogs,payroll_taxes,2275
Mar-25,cogs,payroll_taxes,2805
May-25,cogs,payroll_taxes,3430
Apr-25,taxes,payroll_taxes,2925
Feb-25,taxes,payroll_taxes,2251
Jan-25,taxes,payroll_taxes,2275
Mar-25,taxes,payroll_taxes,2805
May-25,taxes,payroll_taxes,3430
Apr-25,cogs,salaries,2925
Feb-25,cogs,salaries,2251
Jan-25,cogs,salaries,2275
Mar-25,cogs,salaries,2805
May-25,cogs,salaries,3430
Apr-25,cogs,materials,6075
Feb-25,cogs,materials,7162
Jan-25,cogs,materials,5761
Mar-25,cogs,materials,6129
May-25,cogs,materials,7663
Apr-25,operating_expenses,professional_services,6075
Feb-25,operating_expenses,professional_services,7162
Jan-25,operating_expenses,professional_services,5761
Mar-25,operating_expenses,professional_services,6129
May-25,operating_expenses,professional_services,7663
Apr-25,cogs,materials,6075
Feb-25,cogs,materials,7162
Jan-25,cogs,materials,5761
Mar-25,cogs,materials,6129
May-25,cogs,materials,7663
Apr-25,cogs,materials,6075
Feb-25,cogs,materials,7162
Jan-25,cogs,materials,5761
Mar-25,cogs,materials,6129
May-25,cogs,materials,7663
Apr-25,cogs,materials,6075
Feb-25,cogs,materials,7162
Jan-25,cogs,materials,5761
Mar-25,cogs,materials,6129
May-25,cogs,materials,7663
Apr-25,cogs,salaries,6075
Feb-25,cogs,salaries,7162
Jan-25,cogs,salaries,5761
Mar-25,cogs,salaries,6129
May-25,cogs,salaries,7663
Apr-25,cogs,employee_benefits,607
Feb-25,cogs,employee_benefits,530
Jan-25,cogs,employee_benefits,1062
Mar-25,cogs,employee_benefits,635
May-25,cogs,employee_benefits,684
Apr-25,operating_expenses,salaries,607
Feb-25,operating_expenses,salaries,530
Jan-25,operating_expenses,salaries,1062
Mar-25,operating_expenses,salaries,635
May-25,operating_expenses,salaries,684
Apr-25,cogs,employee_benefits,607
Feb-25,cogs,employee_benefits,530
Jan-25,cogs,employee_benefits,1062
Mar-25,cogs,employee_benefits,635
May-25,cogs,employee_benefits,684
Apr-25,cogs,employee_benefits,607
Feb-25,cogs,employee_benefits,530
Jan-25,cogs,employee_benefits,1062
Mar-25,cogs,employee_benefits,635
May-25,cogs,employee_benefits,684
Apr-25,cogs,employee_benefits,607
Feb-25,cogs,employee_benefits,530
Jan-25,cogs,employee_benefits,1062
Mar-25,cogs,employee_benefits,635
May-25,cogs,employee_benefits,684
Apr-25,cogs,employee_benefits,607
Feb-25,cogs,employee_benefits,530
Jan-25,cogs,employee_benefits,1062
Mar-25,cogs,employee_benefits,635
May-25,cogs,employee_benefits,684
Apr-25,total,total,21334
Feb-25,total,total,19542
Jan-25,total,total,19538
Mar-25,total,total,20124
May-25,total,total,25529
Apr-25,cogs,materials,21334
Feb-25,cogs,materials,19542
Jan-25,cogs,materials,19538
Mar-25,cogs,materials,20124
May-25,cogs,materials,25529
Apr-25,total,total,21334
Feb-25,total,total,19542
Jan-25,total,total,19538
Mar-25,total,total,20124
May-25,total,total,25529
Apr-25,total,total,21334
Feb-25,total,total,19542
Jan-25,total,total,19538
Mar-25,total,total,20124
May-25,total,total,25529
Apr-25,cogs,materials,21334
Feb-25,cogs,materials,19542
Jan-25,cogs,materials,19538
Mar-25,cogs,materials,20124
May-25,cogs,materials,25529
Apr-25,total,total,21334
Feb-25,total,total,19542
Jan-25,total,total,19538
Mar-25,total,total,20124
May-25,total,total,25529
Apr-25,total,total,24355
Feb-25,total,total,29628
Jan-25,total,total,26749
Mar-25,total,total,28294
May-25,total,total,31179
Apr-25,total,total,24355
Feb-25,total,total,29628
Jan-25,total,total,26749
Mar-25,total,total,28294
May-25,total,total,31179
Apr-25,calculation,calculation,24355
Feb-25,calculation,calculation,29628
Jan-25,calculation,calculation,26749
Mar-25,calculation,calculation,28294
May-25,calculation,calculation,31179
Apr-25,total,total,24355
Feb-25,total,total,29628
Jan-25,total,total,26749
Mar-25,total,total,28294
May-25,total,total,31179
Apr-25,profitability_metrics,profitability_metrics,24355
Feb-25,profitability_metrics,profitability_metrics,29628
Jan-25,profitability_metrics,profitability_metrics,26749
Mar-25,profitability_metrics,profitability_metrics,28294
May-25,profitability_metrics,profitability_metrics,31179
Apr-25,total,total,24355
Feb-25,total,total,29628
Jan-25,total,total,26749
Mar-25,total,total,28294
May-25,total,total,31179
Apr-25,margin,margin,53
Feb-25,margin,margin,60
Jan-25,margin,margin,58
Mar-25,margin,margin,58
May-25,margin,margin,55
Apr-25,margin,margin,53
Feb-25,margin,margin,60
Jan-25,margin,margin,58
Mar-25,margin,margin,58
May-25,margin,margin,55
Apr-25,margin,margin,53
Feb-25,margin,margin,60
Jan-25,margin,margin,58
Mar-25,margin,margin,58
May-25,margin,margin,55
Apr-25,margin,margin,53
Feb-25,margin,margin,60
Jan-25,margin,margin,58
Mar-25,margin,margin,58
May-25,margin,margin,55
Apr-25,margin,margin,53
Feb-25,margin,margin,60
Jan-25,margin,margin,58
Mar-25,margin,margin,58
May-25,margin,margin,55
Apr-25,margin_ratios,margin_ratios,53
Feb-25,margin_ratios,margin_ratios,60
Jan-25,margin_ratios,margin_ratios,58
Mar-25,margin_ratios,margin_ratios,58
May-25,margin_ratios,margin_ratios,55
Apr-25,operating_expenses,salaries,7780
Feb-25,operating_expenses,salaries,7401
Jan-25,operating_expenses,salaries,5901
Mar-25,operating_expenses,salaries,7401
May-25,operating_expenses,salaries,9218
Apr-25,other,miscellaneous,7780
Feb-25,other,miscellaneous,7401
Jan-25,other,miscellaneous,5901
Mar-25,other,miscellaneous,7401
May-25,other,miscellaneous,9218
Apr-25,operating_expenses,salaries,7780
Feb-25,operating_expenses,salaries,7401
Jan-25,operating_expenses,salaries,5901
Mar-25,operating_expenses,salaries,7401
May-25,operating_expenses,salaries,9218
Apr-25,operating_expenses,salaries,7780
Feb-25,operating_expenses,salaries,7401
Jan-25,operating_expenses,salaries,5901
Mar-25,operating_expenses,salaries,7401
May-25,operating_expenses,salaries,9218
Apr-25,operating_expenses,salaries,7780
Feb-25,operating_expenses,salaries,7401
Jan-25,operating_expenses,salaries,5901
Mar-25,operating_expenses,salaries,7401
May-25,operating_expenses,salaries,9218
Apr-25,operating_expenses,salaries,7780
Feb-25,operating_expenses,salaries,7401
Jan-25,operating_expenses,salaries,5901
Mar-25,operating_expenses,salaries,7401
May-25,operating_expenses,salaries,9218
Apr-25,operating_expenses,salaries,1219
Feb-25,operating_expenses,salaries,1124
Jan-25,operating_expenses,salaries,1871
Mar-25,operating_expenses,salaries,1162
May-25,operating_expenses,salaries,1290
Apr-25,operating_expenses,salaries,1219
Feb-25,operating_expenses,salaries,1124
Jan-25,operating_expenses,salaries,1871
Mar-25,operating_expenses,salaries,1162
May-25,operating_expenses,salaries,1290
Apr-25,taxes,payroll_taxes,1219
Feb-25,taxes,payroll_taxes,1124
Jan-25,taxes,payroll_taxes,1871
Mar-25,taxes,payroll_taxes,1162
May-25,taxes,payroll_taxes,1290
Apr-25,operating_expenses,salaries,1219
Feb-25,operating_expenses,salaries,1124
Jan-25,operating_expenses,salaries,1871
Mar-25,operating_expenses,salaries,1162
May-25,operating_expenses,salaries,1290
Apr-25,operating_expenses,salaries,1219
Feb-25,operating_expenses,salaries,1124
Jan-25,operating_expenses,salaries,1871
Mar-25,operating_expenses,salaries,1162
May-25,operating_expenses,salaries,1290
Apr-25,operating_expenses,salaries,1219
Feb-25,operating_expenses,salaries,1124
Jan-25,operating_expenses,salaries,1871
Mar-25,operating_expenses,salaries,1162
May-25,operating_expenses,salaries,1290
Apr-25,operating_expenses,salaries,21
Jan-25,operating_expenses,salaries,205
Mar-25,operating_expenses,salaries,44
May-25,operating_expenses,salaries,129
Apr-25,operating_expenses,salaries,21
Jan-25,operating_expenses,salaries,205
Mar-25,operating_expenses,salaries,44
May-25,operating_expenses,salaries,129
Apr-25,operating_expenses,salaries,21
Jan-25,operating_expenses,salaries,205
Mar-25,operating_expenses,salaries,44
May-25,operating_expenses,salaries,129
Apr-25,operating_expenses,salaries,21
Jan-25,operating_expenses,salaries,205
Mar-25,operating_expenses,salaries,44
May-25,operating_expenses,salaries,129
Apr-25,operating_expenses,salaries,21
Jan-25,operating_expenses,salaries,205
Mar-25,operating_expenses,salaries,44
May-25,operating_expenses,salaries,129
Apr-25,operating_expenses,salaries,21
Jan-25,operating_expenses,salaries,205
Mar-25,operating_expenses,salaries,44
May-25,operating_expenses,salaries,129
Apr-25,operating_expenses,salaries,139
May-25,operating_expenses,salaries,162
Apr-25,operating_expenses,salaries,139
May-25,operating_expenses,salaries,162
Apr-25,operating_expenses,salaries,139
May-25,operating_expenses,salaries,162
Apr-25,operating_expenses,salaries,139
May-25,operating_expenses,salaries,162
Apr-25,operating_expenses,salaries,139
May-25,operating_expenses,salaries,162
Apr-25,operating_expenses,salaries,139
May-25,operating_expenses,salaries,162
Apr-25,operating_expenses,professional_services,4783
Feb-25,operating_expenses,professional_services,3660
Mar-25,operating_expenses,professional_services,3958
May-25,operating_expenses,professional_services,5723
Apr-25,operating_expenses,salaries,4783
Feb-25,operating_expenses,salaries,3660
Mar-25,operating_expenses,salaries,3958
May-25,operating_expenses,salaries,5723
Apr-25,operating_expenses,professional_services,4783
Feb-25,operating_expenses,professional_services,3660
Mar-25,operating_expenses,professional_services,3958
May-25,operating_expenses,professional_services,5723
Apr-25,operating_expenses,professional_services,4783
Feb-25,operating_expenses,professional_services,3660
Mar-25,operating_expenses,professional_services,3958
May-25,operating_expenses,professional_services,5723
Apr-25,revenue,other_income,4783
Feb-25,revenue,other_income,3660
Mar-25,revenue,other_income,3958
May-25,revenue,other_income,5723
Apr-25,operating_expenses,professional_services,4783
Feb-25,operating_expenses,professional_services,3660
Mar-25,operating_expenses,professional_services,3958
May-25,operating_expenses,professional_services,5723
Jan-25,operating_expenses,marketing,2965
Mar-25,operating_expenses,marketing,120
Jan-25,revenue,sales,2965
Mar-25,revenue,sales,120
Jan-25,operating_expenses,marketing,2965
Mar-25,operating_expenses,marketing,120
Jan-25,operating_expenses,marketing,2965
Mar-25,operating_expenses,marketing,120
Jan-25,operating_expenses,marketing,2965
Mar-25,operating_expenses,marketing,120
Jan-25,operating_expenses,marketing,2965
Mar-25,operating_expenses,marketing,120
Feb-25,operating_expenses,marketing,175
Jan-25,operating_expenses,marketing,652
Mar-25,operating_expenses,marketing,200
Feb-25,operating_expenses,marketing,175
Jan-25,operating_expenses,marketing,652
Mar-25,operating_expenses,marketing,200
Feb-25,operating_expenses,marketing,175
Jan-25,operating_expenses,marketing,652
Mar-25,operating_expenses,marketing,200
Feb-25,other,miscellaneous,175
Jan-25,other,miscellaneous,652
Mar-25,other,miscellaneous,200
Feb-25,operating_expenses,marketing,175
Jan-25,operating_expenses,marketing,652
Mar-25,operating_expenses,marketing,200
Feb-25,operating_expenses,marketing,175
Jan-25,operating_expenses,marketing,652
Mar-25,operating_expenses,marketing,200
Apr-25,operating_expenses,meals_and_entertainment,209
Feb-25,operating_expenses,meals_and_entertainment,2344
Jan-25,operating_expenses,meals_and_entertainment,16
Mar-25,operating_expenses,meals_and_entertainment,186
May-25,operating_expenses,meals_and_entertainment,394
Apr-25,operating_expenses,meals_and_entertainment,209
Feb-25,operating_expenses,meals_and_entertainment,2344
Jan-25,operating_expenses,meals_and_entertainment,16
Mar-25,operating_expenses,meals_and_entertainment,186
May-25,operating_expenses,meals_and_entertainment,394
Apr-25,operating_expenses,meals_and_entertainment,209
Feb-25,operating_expenses,meals_and_entertainment,2344
Jan-25,operating_expenses,meals_and_entertainment,16
Mar-25,operating_expenses,meals_and_entertainment,186
May-25,operating_expenses,meals_and_entertainment,394
Apr-25,operating_expenses,meals_and_entertainment,209
Feb-25,operating_expenses,meals_and_entertainment,2344
Jan-25,operating_expenses,meals_and_entertainment,16
Mar-25,operating_expenses,meals_and_entertainment,186
May-25,operating_expenses,meals_and_entertainment,394
Apr-25,other,miscellaneous,209
Feb-25,other,miscellaneous,2344
Jan-25,other,miscellaneous,16
Mar-25,other,miscellaneous,186
May-25,other,miscellaneous,394
Apr-25,operating_expenses,meals_and_entertainment,209
Feb-25,operating_expenses,meals_and_entertainment,2344
Jan-25,operating_expenses,meals_and_entertainment,16
Mar-25,operating_expenses,meals_and_entertainment,186
May-25,operating_expenses,meals_and_entertainment,394
Apr-25,operating_expenses,travel_accommodation,615
Feb-25,operating_expenses,travel_accommodation,4626
Jan-25,operating_expenses,travel_accommodation,2470
Mar-25,operating_expenses,travel_accommodation,461
May-25,operating_expenses,travel_accommodation,278
Apr-25,operating_expenses,travel_accommodation,615
Feb-25,operating_expenses,travel_accommodation,4626
Jan-25,operating_expenses,travel_accommodation,2470
Mar-25,operating_expenses,travel_accommodation,461
May-25,operating_expenses,travel_accommodation,278
Apr-25,other,miscellaneous,615
Feb-25,other,miscellaneous,4626
Jan-25,other,miscellaneous,2470
Mar-25,other,miscellaneous,461
May-25,other,miscellaneous,278
Apr-25,operating_expenses,travel_accommodation,615
Feb-25,operating_expenses,travel_accommodation,4626
Jan-25,operating_expenses,travel_accommodation,2470
Mar-25,operating_expenses,travel_accommodation,461
May-25,operating_expenses,travel_accommodation,278
Apr-25,operating_expenses,travel_accommodation,615
Feb-25,operating_expenses,travel_accommodation,4626
Jan-25,operating_expenses,travel_accommodation,2470
Mar-25,operating_expenses,travel_accommodation,461
May-25,operating_expenses,travel_accommodation,278
Apr-25,operating_expenses,travel_accommodation,615
Feb-25,operating_expenses,travel_accommodation,4626
Jan-25,operating_expenses,travel_accommodation,2470
Mar-25,operating_expenses,travel_accommodation,461
May-25,operating_expenses,travel_accommodation,278
Apr-25,operating_expenses,bank_fees,351
Feb-25,operating_expenses,bank_fees,237
Jan-25,operating_expenses,bank_fees,54
Mar-25,operating_expenses,bank_fees,623
May-25,operating_expenses,bank_fees,595
